test_ids,Category,Sub_category
2015_6_9974_1001,3,6
2015_6_9975_1001,2,16
2015_6_9976_1001,3,6
2015_6_9977_1001,1,8
2015_6_9979_1001,0,10
2015_6_998_1001,2,16
2015_6_9981_1001,0,14
2015_6_9982_1001,2,16
2015_6_9983_1001,3,18
2015_6_9987_1001,3,11
2015_6_9988_1001,1,19
2015_6_9989_1001,3,18
2015_6_999_1001,0,14
2015_6_9990_1001,1,19
2015_6_9991_1001,1,19
2015_6_9994_1001,4,12
2015_6_9995_1001,3,11
2015_6_9996_1001,0,14
2015_6_9997_1001,1,19
2015_6_9998_1001,2,16
2015_6_9999_1001,2,16
2015_7_1_1001,4,17
2015_7_10_1001,3,18
2015_7_100_1001,4,17
2015_7_1000_1001,1,19
2015_7_10000_1001,1,19
2015_7_10002_1001,3,18
2015_7_10003_1001,4,13
2015_7_10005_1001,2,16
2015_7_10006_1001,4,12
2015_7_10009_1001,2,15
2015_7_10010_1001,2,16
2015_7_10011_1001,1,19
2015_7_10012_1001,2,16
2015_7_10014_1001,0,5
2015_7_10017_1001,2,16
2015_7_10018_1001,0,10
2015_7_10019_1001,2,16
2015_7_1002_1001,4,9
2015_7_10020_1001,4,17
2015_7_10023_1001,0,10
2015_7_10024_1001,1,19
2015_7_10025_1001,2,16
2015_7_10027_1001,4,17
2015_7_10029_1001,2,16
2015_7_1003_1001,4,9
2015_7_10030_1001,3,18
2015_7_10032_1001,3,18
2015_7_10033_1001,3,18
2015_7_10034_1001,4,17
2015_7_10036_1001,1,19
2015_7_10037_1001,4,17
2015_7_10039_1001,0,14
2015_7_10040_1001,4,17
2015_7_10041_1001,4,17
2015_7_10042_1001,4,13
2015_7_10043_1001,4,17
2015_7_10045_1001,4,17
2015_7_10047_1001,4,17
2015_7_10048_1001,4,17
2015_7_10049_1001,4,17
2015_7_1005_1001,4,3
2015_7_10051_1001,4,17
2015_7_10053_1001,0,10
2015_7_10055_1001,4,17
2015_7_10057_1001,1,8
2015_7_10058_1001,4,9
2015_7_10059_1001,0,14
2015_7_1006_1001,1,19
2015_7_10060_1001,3,18
2015_7_10061_1001,1,19
2015_7_10063_1001,2,16
2015_7_10065_1001,1,19
2015_7_10066_1001,2,7
2015_7_10067_1001,3,18
2015_7_10068_1001,4,17
2015_7_1007_1001,2,15
2015_7_10070_1001,4,17
2015_7_10072_1001,3,18
2015_7_10073_1001,4,17
2015_7_10075_1001,4,17
2015_7_10076_1001,3,18
2015_7_10078_1001,2,16
2015_7_1008_1001,3,18
2015_7_10080_1001,0,14
2015_7_10081_1001,4,17
2015_7_10083_1001,4,13
2015_7_10084_1001,4,12
2015_7_10085_1001,3,18
2015_7_10086_1001,3,18
2015_7_10087_1001,0,10
2015_7_1009_1001,4,13
2015_7_10090_1001,2,7
2015_7_10091_1001,3,18
2015_7_10094_1001,3,5
2015_7_10096_1001,0,14
2015_7_10097_1001,3,4
2015_7_10098_1001,1,19
2015_7_10099_1001,2,15
2015_7_1010_1001,4,13
2015_7_10101_1001,4,17
2015_7_10102_1001,4,17
2015_7_10103_1001,2,15
2015_7_10104_1001,2,16
2015_7_10105_1001,1,19
2015_7_10108_1001,1,19
2015_7_10110_1001,0,14
2015_7_10111_1001,1,19
2015_7_10113_1001,2,16
2015_7_10114_1001,3,18
2015_7_10115_1001,2,16
2015_7_10116_1001,2,16
2015_7_10117_1001,4,17
2015_7_10120_1001,4,17
2015_7_10122_1001,3,18
2015_7_10123_1001,3,18
2015_7_10126_1001,2,16
2015_7_10130_1001,2,15
2015_7_10133_1001,4,9
2015_7_10135_1001,2,15
2015_7_10137_1001,4,17
2015_7_10140_1001,2,16
2015_7_10143_1001,1,19
2015_7_10145_1001,2,15
2015_7_10146_1001,4,9
2015_7_10148_1001,2,15
2015_7_10150_1001,4,17
2015_7_10151_1001,2,15
2015_7_10152_1001,1,19
2015_7_10154_1001,2,15
2015_7_10155_1001,4,13
2015_7_10156_1001,3,4
2015_7_10157_1001,3,11
2015_7_10158_1001,2,16
2015_7_10162_1001,2,15
2015_7_10163_1001,1,19
2015_7_10168_1001,3,18
2015_7_10170_1001,3,11
2015_7_10171_1001,4,17
2015_7_10174_1001,1,19
2015_7_10175_1001,1,19
2015_7_10177_1001,1,19
2015_7_10178_1001,1,19
2015_7_10179_1001,4,17
2015_7_1018_1001,4,17
2015_7_10181_1001,1,19
2015_7_10183_1001,4,9
2015_7_10184_1001,1,19
2015_7_10186_1001,3,18
2015_7_10187_1001,3,18
2015_7_10188_1001,3,18
2015_7_10190_1001,1,19
2015_7_10191_1001,0,10
2015_7_10192_1001,4,17
2015_7_10193_1001,2,16
2015_7_10195_1001,4,9
2015_7_10196_1001,1,19
2015_7_10198_1001,2,15
2015_7_10200_1001,0,14
2015_7_10201_1001,3,18
2015_7_10202_1001,4,17
2015_7_10204_1001,1,19
2015_7_10206_1001,2,15
2015_7_10207_1001,4,17
2015_7_10209_1001,3,18
2015_7_10210_1001,3,11
2015_7_10211_1001,4,17
2015_7_10213_1001,1,19
2015_7_10214_1001,0,14
2015_7_10215_1001,4,17
2015_7_10217_1001,2,15
2015_7_10218_1001,2,7
2015_7_10219_1001,2,16
2015_7_10220_1001,3,18
2015_7_10221_1001,4,13
2015_7_10222_1001,1,19
2015_7_10224_1001,2,16
2015_7_10225_1001,0,10
2015_7_10226_1001,3,18
2015_7_10227_1001,1,19
2015_7_10228_1001,2,16
2015_7_10231_1001,4,13
2015_7_10232_1001,3,18
2015_7_10234_1001,3,18
2015_7_10235_1001,1,19
2015_7_10237_1001,3,18
2015_7_10238_1001,1,19
2015_7_10239_1001,1,19
2015_7_10241_1001,1,19
2015_7_10244_1001,2,15
2015_7_10245_1001,1,19
2015_7_10248_1001,2,16
2015_7_10249_1001,2,16
2015_7_10250_1001,2,16
2015_7_10251_1001,1,19
2015_7_10252_1001,0,5
2015_7_10254_1001,2,15
2015_7_10256_1001,0,5
2015_7_10257_1001,2,7
2015_7_10258_1001,1,19
2015_7_10259_1001,3,18
2015_7_10260_1001,0,14
2015_7_10261_1001,1,19
2015_7_10263_1001,4,17
2015_7_10264_1001,2,7
2015_7_10265_1001,1,19
2015_7_10267_1001,1,19
2015_7_10268_1001,4,17
2015_7_10269_1001,1,19
2015_7_10271_1001,4,17
2015_7_10272_1001,4,17
2015_7_10273_1001,3,18
2015_7_10274_1001,3,6
2015_7_10275_1001,3,4
2015_7_10277_1001,3,18
2015_7_10278_1001,3,18
2015_7_10279_1001,4,17
2015_7_1028_1001,1,19
2015_7_10280_1001,3,18
2015_7_10281_1001,3,4
2015_7_10282_1001,0,10
2015_7_10283_1001,1,19
2015_7_10285_1001,0,14
2015_7_10286_1001,4,13
2015_7_10287_1001,1,19
2015_7_10288_1001,4,17
2015_7_10289_1001,2,16
2015_7_10290_1001,1,19
2015_7_10291_1001,4,17
2015_7_10293_1001,2,16
2015_7_10294_1001,3,4
2015_7_10295_1001,1,8
2015_7_10296_1001,2,16
2015_7_10297_1001,3,11
2015_7_10298_1001,4,9
2015_7_10299_1001,4,3
2015_7_103_1001,4,17
2015_7_10301_1001,1,19
2015_7_10302_1001,4,17
2015_7_10304_1001,2,16
2015_7_10305_1001,3,11
2015_7_10306_1001,1,19
2015_7_10308_1001,3,18
2015_7_10309_1001,3,18
2015_7_10310_1001,4,13
2015_7_10311_1001,4,13
2015_7_10312_1001,3,18
2015_7_10313_1001,1,19
2015_7_10316_1001,3,18
2015_7_10319_1001,4,17
2015_7_10321_1001,2,16
2015_7_10322_1001,2,16
2015_7_10324_1001,4,17
2015_7_10326_1001,1,8
2015_7_10328_1001,0,10
2015_7_10330_1001,3,18
2015_7_10331_1001,4,17
2015_7_10334_1001,4,17
2015_7_10337_1001,3,18
2015_7_10338_1001,4,17
2015_7_10340_1001,3,18
2015_7_10341_1001,3,18
2015_7_10342_1001,4,13
2015_7_10343_1001,2,15
2015_7_10344_1001,2,16
2015_7_10345_1001,3,18
2015_7_10346_1001,4,17
2015_7_10348_1001,4,9
2015_7_10349_1001,2,15
2015_7_10350_1001,1,19
2015_7_10352_1001,0,14
2015_7_10353_1001,2,7
2015_7_10354_1001,4,13
2015_7_10356_1001,4,17
2015_7_10359_1001,3,18
2015_7_10360_1001,2,15
2015_7_10361_1001,4,13
2015_7_10362_1001,2,7
2015_7_10364_1001,4,12
2015_7_10366_1001,4,17
2015_7_10367_1001,4,13
2015_7_10368_1001,4,17
2015_7_10369_1001,1,19
2015_7_10371_1001,1,19
2015_7_10372_1001,1,19
2015_7_10374_1001,3,18
2015_7_10376_1001,4,13
2015_7_10377_1001,4,17
2015_7_10379_1001,0,14
2015_7_1038_1001,1,19
2015_7_10381_1001,1,19
2015_7_10383_1001,2,15
2015_7_10384_1001,4,9
2015_7_10385_1001,4,13
2015_7_10386_1001,2,15
2015_7_10387_1001,2,16
2015_7_10388_1001,2,15
2015_7_10389_1001,3,11
2015_7_1039_1001,1,19
2015_7_10390_1001,3,11
2015_7_10391_1001,2,16
2015_7_10392_1001,1,19
2015_7_10393_1001,1,19
2015_7_10395_1001,3,18
2015_7_10396_1001,1,19
2015_7_10397_1001,2,16
2015_7_10398_1001,0,10
2015_7_10399_1001,4,12
2015_7_1040_1001,1,19
2015_7_10400_1001,3,18
2015_7_10401_1001,3,18
2015_7_10402_1001,4,17
2015_7_10403_1001,1,19
2015_7_10405_1001,3,18
2015_7_10406_1001,4,17
2015_7_10409_1001,3,18
2015_7_10410_1001,2,16
2015_7_10411_1001,4,17
2015_7_10414_1001,2,7
2015_7_10416_1001,3,18
2015_7_10417_1001,1,19
2015_7_10419_1001,3,18
2015_7_10420_1001,4,17
2015_7_10423_1001,4,17
2015_7_10425_1001,3,18
2015_7_10426_1001,2,16
2015_7_10427_1001,2,16
2015_7_10428_1001,3,18
2015_7_10429_1001,3,18
2015_7_1043_1001,1,19
2015_7_10430_1001,3,18
2015_7_10431_1001,4,17
2015_7_10432_1001,3,4
2015_7_10433_1001,3,18
2015_7_10434_1001,0,14
2015_7_10437_1001,4,17
2015_7_10438_1001,4,12
2015_7_1044_1001,1,19
2015_7_10440_1001,4,12
2015_7_10446_1001,3,11
2015_7_10449_1001,1,19
2015_7_10450_1001,2,16
2015_7_10453_1001,2,16
2015_7_10454_1001,3,18
2015_7_10455_1001,4,17
2015_7_10456_1001,3,18
2015_7_10457_1001,3,18
2015_7_10458_1001,1,19
2015_7_1046_1001,4,12
2015_7_10461_1001,0,14
2015_7_10462_1001,1,19
2015_7_10463_1001,4,13
2015_7_10464_1001,1,19
2015_7_10465_1001,4,13
2015_7_10467_1001,3,18
2015_7_10468_1001,4,17
2015_7_10471_1001,3,18
2015_7_10472_1001,1,19
2015_7_10474_1001,1,8
2015_7_10475_1001,4,17
2015_7_10477_1001,3,18
2015_7_10478_1001,2,16
2015_7_10479_1001,4,17
2015_7_1048_1001,4,13
2015_7_10480_1001,4,17
2015_7_10481_1001,1,19
2015_7_10483_1001,4,13
2015_7_10485_1001,1,19
2015_7_10487_1001,4,17
2015_7_10489_1001,1,19
2015_7_1049_1001,4,17
2015_7_10490_1001,4,17
2015_7_10491_1001,4,9
2015_7_10492_1001,4,17
2015_7_10493_1001,4,17
2015_7_10495_1001,4,13
2015_7_10496_1001,4,13
2015_7_10497_1001,4,17
2015_7_105_1001,2,15
2015_7_1050_1001,1,19
2015_7_10501_1001,4,17
2015_7_10503_1001,1,19
2015_7_10504_1001,1,19
2015_7_10505_1001,4,3
2015_7_10508_1001,1,19
2015_7_10510_1001,4,17
2015_7_10512_1001,1,19
2015_7_10513_1001,2,16
2015_7_10514_1001,4,17
2015_7_10516_1001,3,6
2015_7_10517_1001,4,13
2015_7_1052_1001,4,17
2015_7_10520_1001,1,19
2015_7_10522_1001,4,13
2015_7_10524_1001,4,17
2015_7_10527_1001,3,5
2015_7_10528_1001,4,12
2015_7_10529_1001,3,11
2015_7_10533_1001,0,10
2015_7_10536_1001,3,11
2015_7_10538_1001,4,12
2015_7_10542_1001,3,18
2015_7_10545_1001,3,18
2015_7_10546_1001,4,17
2015_7_10548_1001,0,14
2015_7_10551_1001,2,16
2015_7_10552_1001,4,17
2015_7_10553_1001,1,19
2015_7_10554_1001,4,9
2015_7_10555_1001,0,10
2015_7_10556_1001,1,8
2015_7_10557_1001,2,15
2015_7_10558_1001,0,10
2015_7_10559_1001,3,11
2015_7_10564_1001,4,17
2015_7_10566_1001,4,12
2015_7_10573_1001,0,14
2015_7_10574_1001,0,14
2015_7_10575_1001,0,14
2015_7_10579_1001,4,13
2015_7_10582_1001,4,13
2015_7_10583_1001,3,18
2015_7_10586_1001,4,9
2015_7_10587_1001,1,19
2015_7_10590_1001,3,18
2015_7_10594_1001,3,18
2015_7_10596_1001,1,19
2015_7_10599_1001,3,6
2015_7_106_1001,1,19
2015_7_10600_1001,4,17
2015_7_10602_1001,1,19
2015_7_10604_1001,1,19
2015_7_10605_1001,1,8
2015_7_10607_1001,1,8
2015_7_10608_1001,3,18
2015_7_1061_1001,2,0
2015_7_10611_1001,4,17
2015_7_10614_1001,2,16
2015_7_10615_1001,3,18
2015_7_10616_1001,3,18
2015_7_10617_1001,4,17
2015_7_1062_1001,1,19
2015_7_10620_1001,2,16
2015_7_10622_1001,2,15
2015_7_10623_1001,4,17
2015_7_10625_1001,2,16
2015_7_10628_1001,1,19
2015_7_10630_1001,3,4
2015_7_10633_1001,3,18
2015_7_10634_1001,4,17
2015_7_10635_1001,4,3
2015_7_10636_1001,0,10
2015_7_10638_1001,1,19
2015_7_10639_1001,1,19
2015_7_1064_1001,4,17
2015_7_10641_1001,2,16
2015_7_10642_1001,1,19
2015_7_10645_1001,2,16
2015_7_10646_1001,3,18
2015_7_10647_1001,4,17
2015_7_10650_1001,3,5
2015_7_10651_1001,4,13
2015_7_10652_1001,4,17
2015_7_10653_1001,2,16
2015_7_10654_1001,3,18
2015_7_10655_1001,3,11
2015_7_10656_1001,4,17
2015_7_10658_1001,4,17
2015_7_1066_1001,4,17
2015_7_10663_1001,4,17
2015_7_10668_1001,4,17
2015_7_1067_1001,4,17
2015_7_10671_1001,4,13
2015_7_10672_1001,1,8
2015_7_10673_1001,4,17
2015_7_10675_1001,3,18
2015_7_1068_1001,4,17
2015_7_10683_1001,4,9
2015_7_10686_1001,2,16
2015_7_10691_1001,2,16
2015_7_10692_1001,2,16
2015_7_10693_1001,2,15
2015_7_10694_1001,4,17
2015_7_10696_1001,4,17
2015_7_10698_1001,0,14
2015_7_10699_1001,3,5
2015_7_10701_1001,3,11
2015_7_10702_1001,3,11
2015_7_10703_1001,3,18
2015_7_10704_1001,3,18
2015_7_10706_1001,4,12
2015_7_10707_1001,4,9
2015_7_1071_1001,1,8
2015_7_10710_1001,3,11
2015_7_10711_1001,3,18
2015_7_10713_1001,3,18
2015_7_10714_1001,1,19
2015_7_10715_1001,3,11
2015_7_10716_1001,2,16
2015_7_10718_1001,3,18
2015_7_10719_1001,4,12
2015_7_1072_1001,4,17
2015_7_10721_1001,3,18
2015_7_10725_1001,1,19
2015_7_10726_1001,4,17
2015_7_10729_1001,2,15
2015_7_1073_1001,1,19
2015_7_10730_1001,4,17
2015_7_10732_1001,3,18
2015_7_10733_1001,4,13
2015_7_10735_1001,3,18
2015_7_10736_1001,4,17
2015_7_10738_1001,4,17
2015_7_1074_1001,1,19
2015_7_10740_1001,2,15
2015_7_10741_1001,2,16
2015_7_10742_1001,1,19
2015_7_10743_1001,2,16
2015_7_10744_1001,2,16
2015_7_10745_1001,4,13
2015_7_10746_1001,0,14
2015_7_10747_1001,3,18
2015_7_10748_1001,4,13
2015_7_1075_1001,1,19
2015_7_10750_1001,4,17
2015_7_10751_1001,1,19
2015_7_10752_1001,4,17
2015_7_10753_1001,1,19
2015_7_10756_1001,4,12
2015_7_10759_1001,3,18
2015_7_1076_1001,1,19
2015_7_10761_1001,4,17
2015_7_10763_1001,1,19
2015_7_10764_1001,3,18
2015_7_10765_1001,4,13
2015_7_10766_1001,3,11
2015_7_10768_1001,1,19
2015_7_10769_1001,2,7
2015_7_1077_1001,2,16
2015_7_10770_1001,1,8
2015_7_10771_1001,2,16
2015_7_10772_1001,1,8
2015_7_10774_1001,2,7
2015_7_10776_1001,2,16
2015_7_10778_1001,4,9
2015_7_10779_1001,1,19
2015_7_1078_1001,2,16
2015_7_10780_1001,0,14
2015_7_10782_1001,3,18
2015_7_10783_1001,2,16
2015_7_10784_1001,3,18
2015_7_10785_1001,2,16
2015_7_10786_1001,3,11
2015_7_10788_1001,3,18
2015_7_1079_1001,1,19
2015_7_10790_1001,4,17
2015_7_10791_1001,3,18
2015_7_10792_1001,1,19
2015_7_10793_1001,4,17
2015_7_10794_1001,1,19
2015_7_10795_1001,3,18
2015_7_10796_1001,4,17
2015_7_10798_1001,4,13
2015_7_10799_1001,3,11
2015_7_108_1001,1,19
2015_7_1080_1001,1,19
2015_7_10802_1001,1,19
2015_7_10807_1001,2,16
2015_7_1081_1001,2,16
2015_7_10812_1001,2,7
2015_7_10814_1001,1,19
2015_7_10815_1001,2,15
2015_7_10816_1001,4,17
2015_7_10817_1001,1,19
2015_7_10819_1001,2,15
2015_7_10820_1001,2,15
2015_7_10822_1001,2,16
2015_7_10823_1001,2,7
2015_7_10824_1001,1,19
2015_7_10825_1001,2,15
2015_7_10826_1001,1,19
2015_7_10827_1001,3,18
2015_7_10829_1001,4,17
2015_7_1083_1001,1,19
2015_7_10831_1001,3,11
2015_7_10832_1001,3,18
2015_7_10833_1001,4,17
2015_7_10835_1001,3,18
2015_7_10836_1001,1,8
2015_7_10838_1001,1,19
2015_7_10839_1001,0,10
2015_7_1084_1001,1,19
2015_7_10840_1001,3,18
2015_7_10841_1001,3,4
2015_7_10842_1001,4,17
2015_7_10844_1001,2,7
2015_7_10845_1001,1,19
2015_7_10846_1001,4,9
2015_7_10848_1001,4,17
2015_7_1085_1001,2,15
2015_7_10850_1001,1,19
2015_7_10851_1001,1,19
2015_7_10855_1001,4,12
2015_7_10856_1001,3,5
2015_7_10858_1001,1,19
2015_7_10859_1001,2,16
2015_7_10861_1001,4,17
2015_7_10862_1001,2,16
2015_7_10864_1001,1,19
2015_7_10866_1001,2,16
2015_7_10868_1001,2,16
2015_7_10869_1001,4,13
2015_7_1087_1001,1,19
2015_7_10870_1001,3,18
2015_7_10871_1001,2,15
2015_7_10872_1001,4,17
2015_7_10874_1001,4,17
2015_7_10877_1001,1,19
2015_7_10879_1001,4,12
2015_7_1088_1001,3,18
2015_7_10883_1001,1,19
2015_7_10885_1001,4,17
2015_7_10887_1001,3,5
2015_7_10888_1001,3,18
2015_7_10889_1001,0,14
2015_7_1089_1001,1,19
2015_7_10890_1001,4,17
2015_7_10891_1001,2,15
2015_7_10893_1001,1,19
2015_7_10894_1001,4,12
2015_7_10895_1001,4,17
2015_7_10897_1001,4,13
2015_7_109_1001,4,13
2015_7_1090_1001,3,18
2015_7_10900_1001,4,17
2015_7_10902_1001,3,11
2015_7_10904_1001,2,15
2015_7_10907_1001,1,19
2015_7_10909_1001,1,19
2015_7_1091_1001,4,17
2015_7_10910_1001,3,18
2015_7_10911_1001,2,15
2015_7_10916_1001,3,18
2015_7_10917_1001,1,19
2015_7_10918_1001,2,15
2015_7_10919_1001,0,14
2015_7_1092_1001,3,18
2015_7_10920_1001,2,16
2015_7_10921_1001,2,15
2015_7_10923_1001,3,18
2015_7_10924_1001,3,5
2015_7_10925_1001,0,14
2015_7_10926_1001,1,19
2015_7_10928_1001,3,18
2015_7_10929_1001,3,18
2015_7_1093_1001,1,19
2015_7_10930_1001,2,16
2015_7_10932_1001,3,18
2015_7_10933_1001,1,19
2015_7_10936_1001,4,17
2015_7_10938_1001,2,2
2015_7_10939_1001,2,16
2015_7_10940_1001,1,19
2015_7_10942_1001,3,18
2015_7_10946_1001,2,16
2015_7_10948_1001,2,15
2015_7_10949_1001,2,1
2015_7_1095_1001,1,19
2015_7_10951_1001,0,14
2015_7_10953_1001,3,18
2015_7_10954_1001,2,16
2015_7_10955_1001,3,18
2015_7_10957_1001,4,17
2015_7_10959_1001,4,17
2015_7_10962_1001,0,14
2015_7_10963_1001,3,18
2015_7_10964_1001,4,17
2015_7_10966_1001,2,15
2015_7_10967_1001,2,15
2015_7_10968_1001,4,9
2015_7_10969_1001,3,18
2015_7_1097_1001,1,19
2015_7_10970_1001,1,19
2015_7_10972_1001,4,17
2015_7_10973_1001,2,16
2015_7_10974_1001,4,17
2015_7_10977_1001,1,19
2015_7_10979_1001,4,12
2015_7_10980_1001,2,15
2015_7_10981_1001,2,15
2015_7_10982_1001,1,19
2015_7_10983_1001,1,19
2015_7_10984_1001,3,11
2015_7_10987_1001,4,17
2015_7_10988_1001,4,17
2015_7_1099_1001,1,19
2015_7_10991_1001,2,16
2015_7_10992_1001,4,17
2015_7_10993_1001,2,16
2015_7_10994_1001,4,17
2015_7_10996_1001,3,18
2015_7_10997_1001,4,17
2015_7_10999_1001,4,17
2015_7_11_1001,0,14
2015_7_110_1001,1,19
2015_7_11002_1001,0,14
2015_7_11003_1001,3,18
2015_7_11004_1001,3,18
2015_7_11005_1001,2,15
2015_7_11006_1001,2,2
2015_7_11008_1001,2,15
2015_7_11009_1001,0,14
2015_7_1101_1001,4,17
2015_7_11010_1001,3,18
2015_7_11011_1001,1,19
2015_7_11012_1001,3,18
2015_7_11013_1001,3,18
2015_7_11014_1001,2,16
2015_7_11015_1001,3,18
2015_7_11016_1001,2,16
2015_7_11019_1001,0,10
2015_7_11022_1001,2,16
2015_7_11023_1001,4,13
2015_7_11024_1001,1,19
2015_7_11026_1001,4,17
2015_7_1103_1001,1,19
2015_7_11032_1001,1,8
2015_7_11034_1001,1,19
2015_7_11036_1001,4,17
2015_7_11038_1001,2,16
2015_7_11040_1001,3,18
2015_7_11041_1001,3,18
2015_7_11044_1001,4,9
2015_7_11045_1001,1,19
2015_7_11048_1001,2,16
2015_7_11049_1001,4,17
2015_7_1105_1001,1,19
2015_7_11050_1001,2,2
2015_7_11051_1001,3,18
2015_7_11052_1001,2,7
2015_7_11053_1001,4,17
2015_7_11056_1001,2,16
2015_7_11057_1001,3,18
2015_7_11060_1001,2,15
2015_7_11062_1001,3,11
2015_7_11063_1001,4,17
2015_7_11065_1001,4,9
2015_7_11067_1001,4,13
2015_7_1107_1001,3,5
2015_7_11071_1001,3,18
2015_7_11072_1001,2,16
2015_7_11075_1001,3,18
2015_7_11076_1001,4,17
2015_7_11077_1001,4,12
2015_7_11078_1001,1,19
2015_7_11079_1001,2,7
2015_7_1108_1001,3,18
2015_7_11080_1001,2,15
2015_7_11083_1001,4,17
2015_7_11085_1001,4,17
2015_7_11089_1001,1,19
2015_7_1109_1001,4,17
2015_7_11091_1001,2,7
2015_7_11093_1001,0,5
2015_7_11094_1001,2,16
2015_7_11095_1001,4,17
2015_7_11096_1001,3,18
2015_7_11097_1001,3,18
2015_7_11098_1001,1,19
2015_7_11102_1001,1,19
2015_7_11105_1001,3,18
2015_7_11107_1001,2,16
2015_7_11108_1001,2,15
2015_7_1111_1001,2,15
2015_7_11110_1001,2,15
2015_7_11111_1001,3,11
2015_7_11112_1001,3,11
2015_7_11113_1001,2,16
2015_7_11114_1001,4,17
2015_7_11116_1001,0,10
2015_7_11117_1001,3,18
2015_7_11118_1001,2,15
2015_7_11119_1001,1,19
2015_7_11120_1001,4,17
2015_7_11121_1001,2,7
2015_7_11123_1001,4,12
2015_7_11124_1001,2,15
2015_7_11125_1001,2,15
2015_7_11126_1001,4,17
2015_7_11128_1001,1,19
2015_7_1113_1001,4,17
2015_7_11130_1001,4,17
2015_7_11131_1001,4,17
2015_7_11136_1001,3,18
2015_7_11138_1001,4,12
2015_7_11139_1001,2,16
2015_7_11140_1001,1,19
2015_7_11142_1001,4,13
2015_7_11143_1001,4,17
2015_7_11144_1001,2,16
2015_7_11145_1001,3,18
2015_7_11146_1001,4,13
2015_7_11147_1001,1,19
2015_7_11149_1001,1,19
2015_7_1115_1001,1,19
2015_7_11150_1001,3,18
2015_7_11151_1001,1,19
2015_7_11153_1001,1,19
2015_7_11155_1001,3,18
2015_7_11159_1001,2,16
2015_7_1116_1001,4,17
2015_7_11160_1001,3,18
2015_7_11162_1001,1,19
2015_7_11164_1001,4,17
2015_7_11166_1001,0,10
2015_7_11167_1001,1,19
2015_7_11168_1001,2,16
2015_7_11169_1001,4,17
2015_7_1117_1001,4,17
2015_7_11171_1001,4,17
2015_7_11173_1001,1,19
2015_7_11174_1001,4,17
2015_7_11175_1001,4,12
2015_7_11176_1001,3,18
2015_7_11177_1001,3,18
2015_7_11178_1001,2,15
2015_7_11179_1001,1,19
2015_7_11182_1001,2,16
2015_7_11183_1001,0,14
2015_7_11184_1001,3,5
2015_7_11185_1001,2,15
2015_7_11188_1001,3,18
2015_7_11189_1001,3,18
2015_7_1119_1001,3,18
2015_7_11191_1001,2,16
2015_7_11192_1001,4,9
2015_7_11193_1001,3,18
2015_7_11195_1001,3,18
2015_7_11196_1001,2,16
2015_7_11199_1001,1,19
2015_7_1120_1001,4,13
2015_7_11200_1001,1,19
2015_7_11201_1001,1,19
2015_7_11203_1001,0,10
2015_7_11204_1001,1,19
2015_7_11206_1001,4,3
2015_7_11208_1001,2,7
2015_7_11209_1001,2,15
2015_7_1121_1001,4,17
2015_7_11213_1001,2,15
2015_7_11215_1001,3,18
2015_7_11216_1001,1,19
2015_7_11218_1001,2,7
2015_7_11219_1001,3,18
2015_7_11220_1001,4,17
2015_7_11223_1001,3,18
2015_7_11224_1001,3,18
2015_7_11225_1001,3,18
2015_7_11226_1001,3,18
2015_7_11228_1001,2,16
2015_7_11229_1001,3,18
2015_7_1123_1001,4,17
2015_7_11233_1001,1,8
2015_7_11236_1001,4,17
2015_7_11238_1001,4,17
2015_7_11239_1001,2,15
2015_7_1124_1001,2,16
2015_7_11243_1001,4,12
2015_7_11246_1001,3,18
2015_7_11248_1001,3,18
2015_7_11249_1001,3,18
2015_7_1125_1001,2,16
2015_7_11250_1001,0,10
2015_7_11253_1001,3,18
2015_7_11254_1001,3,5
2015_7_11255_1001,2,16
2015_7_11256_1001,0,10
2015_7_11257_1001,1,19
2015_7_11259_1001,2,16
2015_7_1126_1001,1,19
2015_7_11261_1001,4,13
2015_7_11263_1001,2,15
2015_7_11264_1001,2,16
2015_7_11267_1001,4,17
2015_7_1127_1001,0,10
2015_7_11271_1001,1,19
2015_7_11273_1001,4,12
2015_7_11276_1001,2,7
2015_7_11279_1001,4,17
2015_7_1128_1001,2,16
2015_7_11281_1001,3,18
2015_7_11282_1001,2,16
2015_7_11283_1001,1,19
2015_7_11284_1001,1,19
2015_7_11285_1001,4,17
2015_7_11286_1001,2,7
2015_7_11288_1001,2,15
2015_7_11290_1001,4,17
2015_7_11291_1001,2,16
2015_7_11292_1001,1,19
2015_7_11294_1001,2,16
2015_7_11295_1001,4,17
2015_7_11298_1001,3,18
2015_7_113_1001,4,17
2015_7_1130_1001,4,17
2015_7_11300_1001,0,10
2015_7_11301_1001,1,19
2015_7_11303_1001,2,15
2015_7_11304_1001,1,19
2015_7_11306_1001,4,17
2015_7_11308_1001,3,18
2015_7_11309_1001,0,14
2015_7_11310_1001,4,17
2015_7_11313_1001,1,19
2015_7_11314_1001,3,18
2015_7_11316_1001,4,17
2015_7_11318_1001,1,8
2015_7_11319_1001,4,17
2015_7_1132_1001,4,17
2015_7_11320_1001,3,18
2015_7_11321_1001,3,11
2015_7_11322_1001,2,16
2015_7_11323_1001,3,5
2015_7_11325_1001,2,16
2015_7_11326_1001,4,12
2015_7_11328_1001,0,14
2015_7_11330_1001,4,12
2015_7_11331_1001,4,17
2015_7_11333_1001,3,18
2015_7_11334_1001,2,16
2015_7_11335_1001,3,18
2015_7_11336_1001,4,17
2015_7_11337_1001,1,19
