ID,categories,sub_categories
2015_4_932_1001,5,10
2015_4_935_1001,5,15
2015_4_941_1001,1,15
2015_4_944_1001,2,10
2015_4_956_1001,5,11
2015_4_959_1001,4,11
2015_4_961_1001,5,16
2015_4_965_1001,2,17
2015_4_971_1001,2,15
2015_4_975_1001,5,16
2015_4_979_1001,4,14
2015_4_980_1001,1,14
2015_4_982_1001,4,11
2015_4_983_1001,3,15
2015_4_985_1001,4,17
2015_4_986_1001,1,14
2015_4_990_1001,5,11
2015_4_992_1001,4,20
2015_4_1001_1001,5,15
2015_4_1023_1001,4,15
2015_4_1025_1001,5,15
2015_4_1043_1001,1,4
2015_4_1044_1001,2,6
2015_4_1045_1001,3,9
2015_4_1046_1001,4,20
2015_4_1057_1001,5,20
2015_4_1066_1001,5,15
2015_4_1069_1001,1,20
2015_4_1073_1001,5,13
2015_4_1084_1001,4,9
2015_4_1090_1001,4,7
2015_4_1093_1001,5,19
2015_4_1094_1001,5,4
2015_4_1096_1001,1,5
2015_4_1098_1001,5,15
2015_4_1099_1001,5,7
2015_4_1106_1001,2,15
2015_4_1111_1001,4,8
2015_4_1121_1001,5,14
2015_4_1123_1001,5,17
2015_4_1127_1001,5,1
2015_4_1130_1001,4,2
2015_4_1137_1001,4,15
2015_4_1138_1001,4,15
2015_4_1141_1001,2,15
2015_4_1151_1001,2,15
2015_4_1153_1001,4,2
2015_4_1158_1001,3,10
2015_4_1161_1001,5,9
2015_4_1163_1001,4,17
2015_4_1164_1001,1,14
2015_4_1166_1001,5,1
2015_4_1173_1001,2,14
2015_4_1174_1001,1,17
2015_4_1178_1001,2,15
2015_4_1185_1001,2,15
2015_4_1192_1001,1,15
2015_4_1193_1001,1,19
2015_4_1195_1001,1,1
2015_4_1197_1001,3,8
2015_4_1203_1001,5,16
2015_4_1204_1001,5,7
2015_4_1212_1001,4,2
2015_4_1213_1001,4,10
2015_4_1214_1001,4,10
2015_4_1217_1001,1,4
2015_4_1223_1001,4,7
2015_4_1226_1001,2,4
2015_4_1229_1001,3,9
2015_4_1230_1001,1,14
2015_4_1236_1001,4,16
2015_4_1238_1001,1,14
2015_4_1239_1001,5,18
2015_4_1241_1001,2,19
2015_4_1250_1001,5,19
2015_4_1253_1001,5,7
2015_4_1257_1001,1,4
2015_4_1258_1001,4,5
2015_4_1261_1001,5,7
2015_5_9336_1001,2,15
2015_5_9337_1001,3,17
2015_5_9341_1001,4,7
2015_5_9349_1001,2,5
2015_5_9365_1001,5,18
2015_5_9367_1001,1,10
2015_5_9371_1001,1,11
2015_5_9372_1001,3,17
2015_5_9379_1001,1,15
2015_5_9380_1001,2,17
2015_5_9389_1001,3,15
2015_5_9391_1001,5,6
2015_5_9396_1001,5,20
2015_5_9398_1001,5,9
2015_5_9410_1001,5,15
2015_5_9412_1001,1,1
2015_5_9413_1001,2,15
2015_5_9416_1001,3,15
2015_5_9420_1001,4,9
2015_5_9422_1001,2,15
2015_5_9423_1001,4,17
2015_5_9429_1001,5,17
2015_5_9436_1001,2,2
2015_5_9437_1001,1,15
2015_5_9438_1001,3,15
2015_5_9453_1001,2,20
2015_5_9455_1001,2,15
2015_5_9462_1001,4,15
2015_5_9463_1001,2,7
2015_5_9467_1001,4,20
2015_5_9469_1001,2,20
2015_5_9480_1001,3,15
2015_5_9489_1001,2,7
2015_5_9496_1001,3,15
2015_5_9503_1001,3,17
2015_5_9505_1001,1,15
2015_5_9515_1001,2,19
2015_5_9517_1001,2,20
2015_5_9524_1001,3,15
2015_5_9525_1001,1,1
2015_5_9528_1001,1,8
2015_5_9530_1001,3,7
2015_5_9533_1001,2,4
2015_5_9535_1001,2,15
2015_5_9537_1001,1,15
2015_5_9547_1001,2,6
2015_5_9551_1001,3,14
2015_5_9552_1001,2,20
2015_5_9555_1001,2,8
2015_5_9556_1001,4,20
2015_5_9558_1001,5,11
2015_5_9568_1001,4,14
2015_5_9574_1001,3,7
2015_5_9575_1001,2,7
2015_5_9580_1001,2,7
2015_5_9584_1001,3,14
2015_5_9598_1001,3,14
2015_5_9611_1001,1,16
2015_5_9614_1001,2,5
2015_5_9617_1001,1,10
2015_5_9621_1001,5,19
2015_5_9622_1001,2,7
2015_5_9624_1001,3,13
2015_5_9625_1001,1,15
2015_5_9631_1001,4,9
2015_5_9634_1001,3,5
2015_5_9636_1001,4,7
2015_5_9639_1001,4,15
2015_5_9640_1001,2,11
2015_6_3065_1001,1,20
2015_6_3067_1001,2,13
2015_6_3071_1001,5,19
2015_6_3080_1001,5,1
2015_6_3083_1001,2,20
2015_6_3085_1001,1,16
2015_6_3086_1001,1,7
2015_4_1262_1001,2,8
2015_4_1266_1001,1,15
2015_4_1276_1001,3,20
2015_4_1277_1001,4,20
2015_4_1278_1001,2,18
2015_4_1285_1001,1,15
2015_4_1286_1001,4,9
2015_4_1287_1001,1,9
2015_4_1290_1001,4,14
2015_4_1291_1001,5,20
2015_4_1294_1001,4,9
2015_4_1297_1001,4,9
2015_4_1298_1001,2,9
2015_4_1301_1001,5,14
2015_4_1308_1001,2,9
2015_4_1316_1001,5,15
2015_4_1320_1001,5,5
2015_4_1322_1001,5,8
2015_4_1325_1001,2,7
2015_4_1328_1001,2,20
2015_4_1333_1001,5,8
2015_4_1338_1001,5,5
2015_4_1339_1001,4,7
2015_4_1342_1001,5,4
2015_4_1356_1001,5,10
2015_4_1357_1001,4,11
2015_4_1358_1001,2,20
2015_4_1360_1001,2,8
2015_4_1361_1001,5,8
2015_4_1363_1001,5,15
2015_4_1364_1001,4,13
2015_4_1369_1001,2,18
2015_4_1373_1001,4,20
2015_4_1374_1001,5,15
2015_4_1378_1001,4,5
2015_4_1379_1001,4,11
2015_4_1381_1001,5,8
2015_4_1384_1001,5,11
2015_4_1388_1001,5,7
2015_4_1390_1001,2,20
2015_4_1392_1001,5,13
2015_4_1400_1001,2,7
2015_4_1405_1001,2,19
2015_4_1409_1001,4,16
2015_4_1412_1001,4,8
2015_4_1414_1001,5,11
2015_4_1415_1001,5,11
2015_4_1417_1001,5,15
2015_4_1423_1001,5,9
2015_4_1425_1001,2,15
2015_4_1430_1001,3,19
2015_4_1435_1001,2,15
2015_4_1438_1001,5,20
2015_4_1441_1001,3,20
2015_4_1446_1001,4,16
2015_4_1448_1001,4,7
2015_4_1454_1001,4,8
2015_4_1455_1001,2,16
2015_4_1457_1001,2,6
2015_4_1463_1001,2,10
2015_4_1466_1001,5,8
2015_4_1468_1001,3,11
2015_4_1469_1001,5,15
2015_4_1471_1001,5,7
2015_4_1472_1001,5,15
2015_4_1475_1001,4,15
2015_4_1480_1001,3,9
2015_4_1481_1001,2,15
2015_4_1488_1001,5,11
2015_4_1492_1001,2,14
2015_4_1494_1001,1,20
2015_4_1496_1001,4,17
2015_4_1498_1001,5,4
2015_4_1501_1001,4,7
2015_4_1502_1001,1,15
2015_4_1505_1001,1,7
2015_4_1507_1001,1,9
2015_4_1513_1001,2,15
2015_4_1514_1001,5,11
2015_4_1516_1001,1,7
2015_4_1520_1001,5,15
2015_4_1521_1001,2,2
2015_4_1524_1001,4,15
2015_4_1525_1001,5,15
2015_4_1531_1001,4,13
2015_4_1532_1001,2,9
2015_4_1535_1001,2,19
2015_4_1537_1001,3,19
2015_4_1541_1001,4,15
2015_4_1542_1001,5,20
2015_4_1545_1001,5,18
2015_4_1546_1001,4,11
2015_4_1551_1001,4,7
2015_4_1552_1001,2,15
2015_4_1558_1001,5,7
2015_4_1560_1001,5,8
2015_4_1563_1001,2,14
2015_4_1567_1001,2,15
2015_4_1570_1001,5,1
2015_4_1572_1001,5,7
2015_4_1573_1001,5,13
2015_4_1581_1001,5,8
2015_4_1583_1001,2,9
2015_4_1586_1001,4,10
2015_4_1595_1001,5,17
2015_4_1597_1001,5,15
2015_4_1599_1001,2,15
2015_4_1605_1001,5,20
2015_4_1606_1001,5,14
2015_4_1607_1001,2,7
2015_4_1612_1001,1,20
2015_4_1614_1001,5,7
2015_4_1617_1001,1,9
2015_4_1632_1001,5,18
2015_4_1633_1001,2,1
2015_4_1635_1001,4,5
2015_4_1638_1001,5,8
2015_4_1642_1001,5,1
2015_4_1646_1001,5,11
2015_4_1655_1001,3,15
2015_4_1657_1001,5,1
2015_4_1665_1001,5,11
2015_4_1666_1001,1,15
2015_4_1667_1001,5,19
2015_4_1673_1001,5,8
2015_4_1680_1001,2,6
2015_4_1688_1001,5,8
2015_4_1698_1001,4,1
2015_4_1702_1001,1,16
2015_4_1709_1001,2,19
2015_4_1710_1001,5,15
2015_4_1711_1001,4,7
2015_4_1714_1001,4,7
2015_4_1716_1001,4,18
2015_4_1717_1001,5,8
2015_4_1718_1001,2,15
2015_4_1726_1001,2,9
2015_4_1728_1001,5,9
2015_4_1732_1001,3,8
2015_4_1734_1001,2,15
2015_4_1737_1001,2,11
2015_4_1746_1001,2,9
2015_4_1752_1001,4,8
2015_4_1753_1001,5,7
2015_4_1757_1001,2,8
2015_4_1758_1001,5,14
2015_4_1763_1001,2,18
2015_4_1767_1001,4,14
2015_4_1768_1001,4,16
2015_4_1770_1001,1,9
2015_4_1773_1001,2,1
2015_4_1777_1001,4,7
2015_4_1778_1001,5,15
2015_4_1786_1001,2,18
2015_4_1788_1001,5,17
2015_4_1791_1001,1,14
2015_4_1796_1001,5,2
2015_4_1797_1001,5,17
2015_4_1801_1001,4,1
2015_4_1802_1001,4,19
2015_4_1814_1001,5,14
2015_4_1816_1001,5,20
2015_4_1821_1001,5,9
2015_4_1823_1001,5,20
2015_4_1828_1001,5,17
2015_4_1832_1001,2,11
2015_4_1838_1001,5,5
2015_4_1850_1001,5,8
2015_4_1851_1001,4,10
2015_4_1855_1001,4,7
2015_4_1859_1001,1,10
2015_4_1862_1001,2,7
2015_4_1863_1001,1,6
2015_4_1864_1001,1,11
2015_4_1866_1001,4,7
2015_4_1868_1001,5,7
2015_4_1869_1001,2,20
2015_4_1871_1001,2,15
2015_4_1888_1001,3,7
2015_4_1896_1001,2,1
2015_4_1899_1001,2,18
2015_4_1900_1001,5,13
2015_4_1907_1001,5,15
2015_4_1911_1001,5,9
2015_4_1917_1001,1,8
2015_4_1919_1001,5,17
2015_4_1926_1001,5,14
2015_4_1930_1001,5,9
2015_4_1932_1001,3,1
2015_4_1938_1001,4,13
2015_4_1958_1001,5,17
2015_4_1962_1001,1,8
2015_4_1963_1001,2,9
2015_4_1965_1001,5,14
2015_4_1976_1001,3,9
2015_4_1977_1001,2,20
2015_4_1981_1001,5,14
2015_4_3472_1001,2,14
2015_4_3475_1001,5,9
2015_4_3476_1001,5,5
2015_4_3479_1001,5,10
2015_4_3487_1001,2,13
2015_4_3488_1001,2,20
2015_4_3490_1001,2,14
2015_4_3491_1001,2,4
2015_4_3502_1001,2,20
2015_4_3510_1001,5,17
2015_4_3511_1001,2,14
2015_4_3529_1001,4,13
2015_4_3535_1001,4,17
2015_4_3538_1001,2,15
2015_4_3540_1001,5,10
2015_4_3542_1001,5,14
2015_4_3548_1001,5,4
2015_4_3563_1001,2,4
2015_4_3565_1001,1,11
2015_4_3568_1001,2,9
2015_4_3572_1001,4,15
2015_4_3574_1001,4,4
2015_4_3577_1001,2,17
2015_4_3584_1001,4,20
2015_4_3585_1001,1,15
2015_4_3589_1001,1,11
2015_4_3592_1001,4,16
2015_4_3594_1001,1,4
2015_4_3597_1001,5,18
2015_4_3600_1001,5,20
2015_4_3601_1001,2,15
2015_4_3603_1001,2,15
2015_4_3614_1001,5,9
2015_4_3616_1001,4,15
2015_4_3620_1001,2,5
2015_4_3626_1001,3,9
2015_4_3637_1001,1,17
2015_4_3643_1001,4,3
2015_4_3645_1001,5,7
2015_4_3647_1001,2,14
2015_4_3648_1001,5,1
2015_4_3649_1001,5,15
2015_4_3651_1001,2,8
2015_4_3654_1001,1,15
2015_4_3659_1001,1,20
2015_4_3662_1001,2,7
2015_4_3670_1001,5,11
2015_4_3675_1001,5,17
2015_4_3677_1001,3,1
2015_4_3678_1001,3,15
2015_4_3679_1001,5,9
2015_4_3681_1001,2,7
2015_4_3683_1001,1,17
2015_4_3689_1001,4,20
2015_4_3704_1001,5,15
2015_4_3705_1001,5,8
2015_4_3717_1001,5,7
2015_4_3732_1001,2,6
2015_4_3733_1001,5,17
2015_4_3735_1001,5,15
2015_4_3736_1001,5,14
2015_4_3738_1001,2,17
2015_4_3742_1001,4,6
2015_4_3749_1001,2,17
2015_4_3753_1001,2,20
2015_4_3759_1001,1,15
2015_4_3764_1001,2,13
2015_4_3766_1001,5,7
2015_4_3775_1001,4,7
2015_4_3786_1001,4,8
2015_4_3787_1001,4,7
2015_4_3790_1001,2,1
2015_4_3803_1001,4,15
2015_4_3805_1001,2,14
2015_4_3809_1001,5,1
2015_4_3811_1001,2,19
2015_4_3818_1001,5,10
2015_4_3829_1001,1,15
2015_4_3830_1001,5,14
2015_4_3832_1001,2,4
2015_4_3836_1001,5,10
2015_4_3838_1001,1,14
2015_4_3841_1001,3,2
2015_4_3843_1001,5,7
2015_4_3849_1001,3,4
2015_4_3851_1001,5,4
2015_4_3852_1001,1,7
2015_4_3856_1001,2,9
2015_4_3859_1001,1,11
2015_4_3866_1001,3,9
2015_4_3871_1001,2,15
2015_4_3874_1001,5,16
2015_4_3879_1001,5,15
2015_4_3885_1001,1,1
2015_4_3887_1001,4,20
2015_4_3894_1001,2,16
2015_4_3899_1001,2,17
2015_4_3903_1001,5,15
2015_4_3904_1001,1,14
2015_4_3905_1001,5,4
2015_4_3907_1001,5,8
2015_4_3912_1001,5,10
2015_4_3916_1001,5,10
2015_4_3918_1001,2,15
2015_4_3920_1001,3,20
2015_4_3926_1001,1,20
2015_4_3932_1001,2,9
2015_4_3933_1001,2,8
2015_4_3950_1001,5,7
2015_4_3953_1001,2,15
2015_4_3955_1001,4,11
2015_4_3957_1001,4,1
2015_4_3963_1001,5,18
2015_4_3964_1001,5,7
2015_4_3965_1001,5,11
2015_4_3966_1001,5,14
2015_4_3975_1001,2,7
2015_4_3982_1001,1,17
2015_4_3984_1001,5,5
2015_4_3986_1001,2,19
2015_4_3992_1001,1,14
2015_4_4002_1001,1,13
2015_4_4006_1001,5,20
2015_4_4008_1001,5,7
2015_4_4015_1001,2,15
2015_4_4016_1001,2,8
2015_4_4018_1001,3,20
2015_4_4021_1001,3,9
2015_4_4024_1001,5,11
2015_4_4025_1001,5,20
2015_4_4028_1001,5,20
2015_4_4032_1001,4,9
2015_4_4040_1001,1,9
2015_4_4041_1001,3,19
2015_4_4042_1001,2,20
2015_4_4048_1001,3,13
2015_4_4050_1001,5,9
2015_4_4051_1001,5,19
2015_4_4053_1001,2,7
2015_4_4060_1001,5,19
2015_4_4061_1001,5,7
2015_4_4071_1001,1,15
2015_4_4074_1001,1,9
2015_4_4077_1001,2,9
2015_4_4079_1001,4,20
2015_4_4087_1001,5,19
2015_4_4097_1001,5,5
2015_4_4098_1001,2,7
2015_4_4099_1001,5,14
2015_4_4100_1001,3,15
2015_4_4105_1001,2,15
2015_4_4107_1001,2,15
2015_4_4113_1001,4,14
2015_4_4115_1001,4,7
2015_4_4120_1001,3,6
2015_4_4128_1001,1,2
2015_4_4133_1001,1,8
2015_4_4139_1001,4,17
2015_4_4144_1001,1,17
2015_4_4147_1001,5,15
2015_4_4148_1001,1,14
2015_4_4151_1001,5,20
2015_4_4163_1001,5,4
2015_4_4167_1001,5,18
2015_4_4172_1001,5,19
2015_4_4174_1001,3,15
2015_4_4175_1001,2,13
2015_4_4177_1001,2,15
2015_4_4186_1001,1,20
2015_4_4189_1001,2,11
2015_4_4196_1001,5,1
2015_4_4197_1001,1,7
2015_4_4204_1001,4,11
2015_4_4205_1001,1,19
2015_4_4206_1001,2,14
2015_4_4211_1001,1,7
2015_4_4213_1001,2,9
2015_4_4220_1001,1,4
2015_4_4223_1001,1,8
2015_4_4224_1001,4,17
2015_4_4230_1001,5,11
2015_4_4233_1001,4,15
2015_4_4234_1001,5,6
2015_4_4237_1001,4,8
2015_4_4239_1001,4,17
2015_4_4240_1001,5,7
2015_4_4243_1001,2,14
2015_4_4244_1001,4,8
2015_4_4250_1001,4,4
2015_4_4263_1001,1,8
2015_4_4267_1001,5,11
2015_4_4270_1001,5,9
2015_4_4275_1001,4,20
2015_4_4276_1001,1,7
2015_4_4278_1001,1,9
2015_4_4298_1001,3,15
2015_4_4316_1001,4,8
2015_4_4317_1001,2,9
2015_4_4320_1001,5,9
2015_4_4322_1001,4,9
2015_4_4324_1001,5,15
2015_4_4325_1001,3,9
2015_4_4336_1001,1,15
2015_4_4337_1001,2,8
2015_4_4341_1001,1,15
2015_4_4344_1001,5,15
2015_4_4345_1001,2,15
2015_4_4348_1001,2,15
2015_4_4352_1001,1,17
2015_4_4353_1001,3,7
2015_4_4355_1001,5,13
2015_4_4358_1001,4,15
2015_4_4363_1001,5,15
2015_4_4375_1001,2,17
2015_4_4384_1001,5,18
2015_4_4393_1001,5,17
2015_4_4395_1001,3,4
2015_4_4396_1001,4,7
2015_4_4397_1001,5,7
2015_4_4402_1001,1,2
2015_4_4405_1001,1,15
2015_4_4410_1001,3,15
2015_4_4417_1001,2,7
2015_4_4419_1001,5,9
2015_4_4420_1001,1,17
2015_4_4421_1001,1,20
2015_4_4422_1001,2,14
2015_4_4425_1001,2,18
2015_4_4429_1001,5,9
2015_4_4443_1001,2,15
2015_4_4445_1001,5,19
2015_4_4454_1001,5,20
2015_4_4455_1001,5,8
2015_4_4458_1001,5,4
2015_4_4459_1001,2,16
2015_4_4460_1001,1,20
2015_4_4473_1001,2,11
2015_4_4476_1001,1,6
2015_4_4477_1001,1,4
2015_4_4479_1001,2,10
2015_4_4489_1001,5,7
2015_4_4490_1001,2,20
2015_4_4491_1001,4,14
2015_4_4494_1001,4,15
2015_4_4505_1001,3,15
2015_4_4506_1001,5,15
2015_4_4515_1001,4,13
2015_4_4516_1001,5,15
2015_4_4520_1001,4,1
2015_4_4524_1001,5,14
2015_4_4527_1001,4,7
2015_4_4530_1001,2,15
2015_4_4537_1001,5,15
2015_4_4539_1001,1,5
2015_4_4545_1001,4,17
2015_4_4551_1001,3,20
2015_4_4557_1001,2,18
2015_4_4562_1001,5,15
2015_4_4563_1001,2,15
2015_4_4565_1001,4,14
2015_4_4567_1001,1,10
2015_4_4569_1001,1,10
2015_4_4583_1001,1,18
2015_4_4585_1001,2,1
2015_4_4593_1001,1,17
2015_4_4607_1001,2,15
2015_4_4617_1001,2,18
2015_4_4622_1001,1,20
2015_4_4625_1001,2,9
2015_4_4633_1001,4,17
2015_4_4634_1001,3,7
2015_4_4637_1001,2,8
2015_4_4638_1001,5,16
2015_4_4641_1001,3,7
2015_4_4646_1001,4,14
2015_4_4652_1001,1,14
2015_4_4653_1001,5,15
2015_4_4656_1001,3,19
2015_4_4662_1001,4,19
2015_4_4665_1001,5,14
2015_4_4677_1001,2,9
2015_4_4681_1001,4,10
2015_4_4689_1001,2,15
2015_4_4693_1001,5,18
2015_4_4694_1001,3,15
2015_4_4700_1001,4,15
2015_4_4707_1001,5,15
2015_4_4722_1001,2,1
2015_4_4728_1001,2,13
2015_4_4734_1001,2,7
2015_4_4750_1001,4,15
2015_4_4751_1001,3,15
2015_4_4754_1001,2,15
2015_4_4756_1001,2,16
2015_4_4758_1001,3,9
2015_4_4764_1001,1,12
2015_4_4766_1001,3,10
2015_4_4767_1001,5,15
2015_4_4772_1001,5,14
2015_4_4775_1001,4,18
2015_4_4779_1001,1,15
2015_4_4782_1001,4,17
2015_4_4783_1001,5,19
2015_4_4787_1001,2,15
2015_4_4796_1001,3,20
2015_4_4801_1001,2,4
2015_4_4804_1001,4,15
2015_4_4807_1001,4,20
2015_4_4810_1001,2,1
2015_4_4811_1001,4,7
2015_4_4816_1001,5,13
2015_4_4825_1001,3,7
2015_4_4828_1001,2,20
2015_4_4831_1001,1,14
2015_4_4833_1001,3,10
2015_4_4836_1001,5,20
2015_4_4837_1001,5,15
2015_4_4839_1001,2,15
2015_4_4840_1001,5,1
2015_4_4842_1001,1,1
2015_4_4843_1001,2,19
2015_4_4849_1001,2,19
2015_4_4851_1001,2,20
2015_4_4856_1001,2,19
2015_4_4860_1001,5,15
2015_4_4864_1001,2,1
2015_4_4866_1001,2,20
2015_4_4873_1001,1,9
2015_4_4883_1001,4,15
2015_4_4888_1001,1,15
2015_4_4889_1001,1,6
2015_4_4892_1001,1,12
2015_4_4900_1001,2,9
2015_4_4901_1001,2,17
2015_4_4903_1001,1,7
2015_4_4906_1001,2,4
2015_4_4909_1001,2,20
2015_4_4915_1001,1,15
2015_4_4921_1001,4,13
2015_4_4922_1001,5,20
2015_4_4924_1001,5,14
2015_4_4928_1001,5,4
2015_4_4935_1001,3,1
2015_4_4938_1001,2,14
2015_4_4942_1001,5,19
2015_4_4945_1001,2,4
2015_4_4946_1001,5,9
2015_4_4948_1001,2,9
2015_4_4956_1001,1,8
2015_4_4958_1001,4,9
2015_4_4963_1001,3,7
2015_4_4964_1001,4,20
2015_4_4966_1001,5,9
2015_4_4970_1001,5,9
2015_4_4971_1001,5,9
2015_4_4987_1001,5,7
2015_4_4988_1001,5,11
2015_4_4993_1001,1,10
2015_4_4994_1001,5,19
2015_4_5002_1001,3,9
2015_4_5006_1001,4,11
2015_4_5012_1001,3,7
2015_4_5018_1001,2,16
2015_4_5020_1001,2,4
2015_4_5023_1001,3,9
2015_4_5024_1001,5,15
2015_4_5028_1001,5,9
2015_4_5039_1001,5,13
2015_4_5051_1001,1,9
2015_4_5052_1001,3,11
2015_4_5054_1001,1,6
2015_4_5055_1001,2,7
2015_4_5057_1001,1,20
2015_4_5065_1001,1,15
2015_4_5066_1001,1,6
2015_4_5073_1001,2,4
2015_4_5077_1001,2,15
2015_4_5081_1001,2,7
2015_4_5082_1001,5,15
2015_4_5083_1001,5,9
2015_4_5087_1001,3,18
2015_4_5108_1001,4,7
2015_4_5118_1001,1,6
2015_4_5119_1001,2,20
2015_4_5120_1001,3,15
2015_4_5125_1001,1,9
2015_4_5127_1001,2,5
2015_4_5131_1001,4,8
2015_4_5132_1001,1,7
2015_4_5133_1001,3,11
2015_4_5137_1001,2,7
2015_4_5143_1001,2,7
2015_4_5145_1001,3,9
2015_4_5146_1001,2,17
2015_4_5150_1001,2,7
2015_4_5158_1001,4,15
2015_4_5167_1001,1,13
2015_4_5174_1001,5,8
2015_4_5176_1001,2,18
2015_4_5179_1001,1,8
2015_4_5186_1001,5,15
2015_4_5187_1001,2,10
2015_4_5189_1001,4,8
2015_4_5191_1001,1,7
2015_4_5194_1001,1,9
2015_4_5198_1001,3,4
2015_4_5202_1001,4,10
2015_4_5219_1001,1,15
2015_4_5226_1001,5,20
2015_4_5227_1001,4,20
2015_4_5231_1001,2,20
2015_4_5232_1001,5,15
2015_4_5241_1001,1,17
2015_4_5252_1001,1,15
2015_4_5260_1001,4,11
2015_4_5268_1001,2,4
2015_4_5270_1001,5,4
2015_4_5272_1001,5,15
2015_4_5273_1001,5,19
2015_4_5275_1001,5,9
2015_4_5277_1001,1,17
2015_4_5279_1001,1,16
2015_4_5281_1001,4,8
2015_4_5285_1001,5,8
2015_4_5288_1001,2,15
2015_4_5293_1001,5,9
2015_4_5300_1001,5,13
2015_4_5306_1001,2,7
2015_4_5317_1001,2,19
2015_4_5330_1001,5,9
2015_4_5337_1001,2,7
2015_4_5346_1001,3,1
2015_4_5347_1001,3,18
2015_4_5348_1001,2,20
2015_4_5350_1001,2,15
2015_4_5352_1001,3,18
2015_4_5354_1001,5,15
2015_4_5355_1001,2,14
2015_6_3096_1001,2,4
2015_6_3098_1001,5,20
2015_6_3101_1001,5,9
2015_6_3105_1001,1,18
2015_6_3106_1001,5,11
2015_6_3110_1001,1,15
2015_6_3114_1001,5,11
2015_6_3120_1001,1,11
2015_6_3128_1001,5,20
2015_6_3139_1001,5,15
2015_6_3142_1001,4,7
2015_6_3146_1001,2,9
2015_6_3147_1001,5,14
2015_6_3148_1001,5,4
2015_6_3151_1001,2,7
2015_6_3153_1001,2,14
2015_6_3156_1001,1,13
2015_6_3161_1001,5,11
2015_6_3163_1001,3,9
2015_6_3164_1001,2,20
2015_6_3167_1001,2,9
2015_6_3179_1001,5,15
2015_6_3191_1001,5,20
2015_6_3196_1001,5,13
2015_6_3207_1001,2,15
2015_6_3209_1001,5,16
2015_6_3212_1001,5,17
2015_6_3219_1001,4,15
2015_6_3231_1001,5,20
2015_6_3233_1001,5,15
2015_6_3234_1001,5,15
2015_6_3236_1001,5,13
2015_6_3239_1001,5,16
2015_6_3248_1001,4,15
2015_6_3249_1001,5,14
2015_6_3252_1001,4,9
2015_6_3253_1001,2,20
2015_6_3255_1001,2,7
2015_6_3256_1001,5,15
2015_6_3264_1001,3,1
2015_6_3271_1001,1,1
2015_6_3274_1001,5,13
2015_6_3275_1001,5,11
2015_6_3281_1001,5,8
2015_6_3286_1001,3,20
2015_6_3287_1001,2,7
2015_6_3292_1001,2,11
2015_6_3297_1001,5,4
2015_6_3300_1001,2,13
2015_6_3302_1001,4,2
2015_6_3303_1001,3,7
2015_6_3307_1001,2,9
2015_6_3308_1001,3,4
2015_6_3313_1001,5,9
2015_6_3320_1001,2,20
2015_6_3321_1001,2,7
2015_6_3322_1001,2,15
2015_6_3323_1001,2,15
2015_6_3325_1001,3,15
2015_6_3326_1001,3,15
2015_6_3327_1001,2,7
2015_6_3334_1001,2,15
2015_6_3335_1001,3,14
2015_6_3338_1001,3,20
2015_6_3341_1001,4,20
2015_6_3347_1001,5,5
2015_6_3360_1001,3,11
2015_6_3364_1001,2,7
2015_6_3365_1001,3,14
2015_6_3372_1001,5,7
2015_6_3376_1001,5,15
2015_6_3378_1001,2,15
2015_6_3382_1001,2,5
2015_6_3384_1001,5,11
2015_6_3386_1001,5,20
2015_6_3395_1001,2,18
2015_4_5377_1001,2,18
2015_4_5381_1001,2,9
2015_4_5387_1001,5,9
2015_4_5392_1001,5,14
2015_4_5398_1001,3,13
2015_4_5399_1001,1,20
2015_4_5403_1001,1,14
2015_4_5405_1001,2,18
2015_4_5409_1001,2,16
2015_4_5411_1001,4,15
2015_4_5413_1001,5,15
2015_4_5416_1001,5,20
2015_4_5422_1001,2,19
2015_4_5427_1001,4,7
2015_4_5430_1001,1,4
2015_4_5436_1001,2,7
2015_4_5441_1001,1,7
2015_4_5442_1001,4,8
2015_4_5450_1001,5,19
2015_4_5451_1001,4,9
2015_4_5454_1001,5,7
2015_4_5459_1001,1,20
2015_4_5463_1001,2,16
2015_4_5467_1001,3,9
2015_4_5472_1001,1,18
2015_4_5474_1001,2,7
2015_4_5475_1001,3,15
2015_4_5478_1001,5,4
2015_4_5479_1001,3,7
2015_4_5482_1001,3,17
2015_4_5484_1001,3,20
2015_4_5485_1001,3,6
2015_4_5489_1001,5,6
2015_4_5492_1001,5,15
2015_4_5494_1001,2,19
2015_4_5501_1001,2,11
2015_4_5508_1001,5,15
2015_4_5512_1001,1,17
2015_4_5513_1001,3,4
2015_4_5526_1001,5,9
2015_4_5536_1001,1,7
2015_4_5539_1001,5,9
2015_4_5540_1001,3,10
2015_4_5543_1001,1,5
2015_4_5547_1001,5,7
2015_4_5549_1001,3,16
2015_4_5551_1001,2,15
2015_4_5553_1001,4,7
2015_4_5555_1001,2,10
2015_4_5556_1001,4,17
2015_4_5557_1001,2,15
2015_4_5558_1001,1,9
2015_4_5559_1001,5,4
2015_4_5570_1001,3,6
2015_4_5573_1001,2,18
2015_4_5575_1001,5,6
2015_4_5576_1001,4,7
2015_4_5582_1001,5,15
2015_4_5583_1001,4,15
2015_4_5585_1001,2,20
2015_4_5587_1001,2,4
2015_4_5597_1001,5,20
2015_4_5599_1001,1,17
2015_4_5603_1001,2,4
2015_4_5607_1001,4,15
2015_4_5609_1001,2,8
2015_4_5613_1001,5,14
